게시일자,게시물제목명,내용
2023-06-01,디지털 체험관 ‘KF XR 갤러리’ 개관 기념 창백한 푸른 점展 개최,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 5월 15일(월) 서울 중구 수하동 소재 디지털 공공외교 체험관인 KF XR 갤러리를 공식 개관하고, 개관 기념으로 창백한 푸른 점展을 15일(월)부터 10월 27일(금)까지 개최합니다. KF XR 갤러리는 디지털 신기술 기반의 실감형 콘텐츠를 통해 우리 국민들이 세계와 보다 활발하게 소통하고 교류할 수 있도록 만들어진 상설 전시 공간입니다. * 확장 현실(eXtended Reality)이라는 의미를 가진 XR은 사용자에게 새로운 차원의 경험과 몰입감을 제공하는 초 실감형 기술을 일컫는 용어로 증강 현실(AR; Augmented Reality), 가상 현실(VR; Virtual Reality) 혼합 현실(MR; Mixed reality)을 아우른다. XR 기술은 인간의 오감을 자극하며 정보를 제공해 디지털 콘텐츠 안에서 실제와 유사한 체험을 가능하게 하는데, 이를 통해 사용자는 물리적 제약을 뛰어넘는 체험과 공감을 하게 된다. 개관 기념으로 개최되는 창백한 푸른 점展은 인류 보편 가치인 환경을 실감형 콘텐츠로 구현한 전시로, 전시 제목인 창백한 푸른 점은 미국 천문학자 칼 세이건(Carl Sagan, 1934-1996)이 보이저1호가 명왕성 궤도에서 찍어 보낸 지구 사진을 보고 영감을 받아 저술한 책 제목을 차용하였습니다. 칼 세이건이 이 책을 통해 지구 환경에 대한 성찰을 불러일으켰던 것처럼, KF XR갤러리의 개관 전시도 보이지 않는 세계와 먼 미래를 우리의 반경으로 끌어오고자 시도하는 기획을 통해 우리가 살고 있는 지구에 대한 공동의 책임을 다시 한 번 상기시키고자 합니다. 강지영, 김인규, 김정태, 문경원전준호, 아워레이보, 진기종, 차동훈 등 국내 유수의 미디어아트 작가들이 참여하여 기후 위기, 탄소 배출, 멸종위기종 등 현재 중요하게 다루어지는 환경 문제를 비롯하여, 과거와 미래, 첨단 과학과 탐험에 이르기까지 다양한 담론을 VR, AR, 인터랙티브 아트 등의 실감형 콘텐츠들로 제작해 선보입니다."
2023-06-02,2023 중앙아시아 봄맞이 축제,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 5월 13일(토)부터 14일(일)까지 양일간 패션쇼와 공연, 북콘서트, 문화체험 프로그램을 아우르는 복합문화행사 2023 중앙아시아 봄맞이 축제 - Picnic with Central Asia를 서울 청계광장에서 개최했습니다.올해로 5회차를 맞는 중앙아시아 봄맞이 축제는 ‘Picnic with Central Asia - PLAYGROUND (중앙아시아와 함께하는 봄소풍)’을 테마로 국내에서 접하기 어려운 중앙아시아 5개국(카자흐스탄, 키르기스스탄, 타지키스탄, 투르크메니스탄, 우즈베키스탄)의 문화와 예술을 다양한 프로그램으로 소개했습니다.13일(토) 오후 3시부터 개최되는 ‘중앙아시아 5개국 패션쇼’에서는 중앙아시아 5개국의 전통과 현대 의상을 해당 국가 디자이너와 모델이 거리 패션쇼를 통해 직접 선보였습니다.공연은 중앙아 5개국의 국가별 노래, 전통춤, 악기연주 등으로 구성되었습니다. 축제기간 중 운영된 체험존과 푸드존에서는 중앙아시아의 다양한 놀이문화와 먹거리 체험 기회를 제공하고, 현장 레크리에이션과 럭키드로우 프로그램도 함께 진행되었습니다.축제 다음날인 15일(월)에는 KF 한-중앙아협력포럼사무국, 유네스코아태무형유산센터, 한국외대 중앙아시아연구소가 공동주최하는 국제학술포럼이 ‘전통 새해맞이 축제 문화 공유성과 현대적 의미’을 주제로 한국외대 서울캠퍼스에서 개최되었습니다. 중앙아 5개국과 한국의 민속학자들이 참여하여, 각국 새해맞이 축제의 공통점과 차이, 그리고 새해 축제를 통한 국제적 교류와 협력 확산 방안을 논의했습니다."
2023-06-02,"이도훈 제2차관, KF 제주 본부 방문","이도훈 외교부 제2차관은 6월 1일(목) KF 본부를 방문하여 업무보고 및 본부 시찰을 진행하였습니다. 김기환 KF이사장은 차관 방문을 환영하며, 글로벌 중추국가로서의 공공외교의 중요성이 매우 커지는 상황에서 재단은 정부의 외교정책과 연계한 공고외교를 적극 추진해나갈 것이라고 하였습니다. 특히 미국의 주요 정책연구소, 한국연구 프로그램 등에 대한 지원 확대를 통한 대미공공외교 강화, 미래세대 교류 확대를 통한 대일공공외교 확대, 민간기업과 연계한 공공외교 추진, 해외유력인사초청사업 등을 통한 2030 부산세계박람회 유치 지원 등을 지속해 나갈 예정라고 밝혔습니다. KF는 대한민국의 유일한 공공외교 추진기관으로서 외교부와 협력하여 공공외교가 시너지를 낼 수 있도록 적극 노력해나갈 예정입니다."
2023-06-12,2023 KF 국제교류 실무자 워크숍 개최,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 5월 18일(목)부터 19일(금)까지 서울 을지로에 위치한 KF 글로벌센터에서 2023 KF 국제교류 실무자 워크숍을 개최하였습니다. 공공외교 추진기관인 KF는 지방자치단체의 공공외교 활성화를 지원하기 위해 이번 워크숍을 마련했습니다. 올해는 전국 지방자치단체는 물론 지자체 산하 국제교류기관 및 문화재단 등 총 14개 기관에서 국제교류 실무자 22명이 참석했습니다. 이번 워크숍에서는 김태환 국립외교원 교수가 ‘공공외교의 기본 이해 및 현안, 지자체 공공외교의 중요성’, 장혜영 중앙대 정치국제학과 교수가 ‘국가 및 지자체 공공외교 우수사례’, 그리고 우경하 아시아태평양도시관광진흥기구(Tourism Promotion Organization for Asia Pacific Cities; TPO) 사무총장이 ‘국제 행사 개최 및 국제 의전’을 주제로 강의를 진행했습니다. 또한 문화 공공외교 프로그램의 일환으로 KF갤러리 및 KF XR 갤러리 전시 관람, 최근 90년 만에 복원된 율곡로 궁궐담장길 워킹 투어 등 다양한 문화 체험도 포함되었습니다."
2023-06-13,2023 KF국민공공외교 프로젝트 발대식 개최,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 5월 20일(토) 서울 KF글로벌센터에서 2023 KF국민공공외교 프로젝트 발대식을 개최했습니다. kf국민공공외교 프로젝트 는 우리 국민의 공공외교 역량을 강화하고 우리나라의 공공외교 저변을 확대하기 위해 시행하고 있는 사업입니다. 올해 공모를 통해 선발된 국민공공외교 프로젝트 10개 팀은 몽골을 비롯한 아시아부터 케냐 등 아프리카에 이르기까지 다양한 국가를 대상으로 △ 택견, △ AR 카드 게임 제작, △ 어반스케치, △ 멀티 포엠 등 다양한 주제를 공공외교로 담아 낼 예정입니다. 이번 발대식은 KF 이종국 교류이사의 환영사를 시작으로 임명장 수여, 대표자 선서, 기념촬영 그리고 오리엔테이션으로 이어졌습니다. 오리엔테이션에는 중앙대학교 장혜영 교수가 진행하는 공공외교 기본교육, 한일국적자들이 전하는 2022년의 생생한 국민공공외교 프로젝트 참여 후기가 진행되었습니다."
2023-06-16,2023 한-영 기후변화 크리에이티브 프로젝트 공모,"한국국제교류재단(Korea Foundation, KF)과 영국문화원(British Council)은 기후변화에 대한 인식 제고 및 대응을 촉발하는 혁신적인 예술, 과학, 디지털 기술을 융합한 크리에이티브 프로젝트를 공모합니다. 신청마감: 7.21(금) 18:00까지 (한국표준시간 기준) 결과 발표: 2023년 8월 중 공지사항 바로가기"
2023-06-16,인도네시아 차세대 언론인 13명 한국 방문,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 5월 29일(월)부터 6월 3일(토)까지 인도네시아 차세대 언론인 13명을 한국에 초청했습니다.KF 자카르타사무소와 인도네시아의 유력 정책 연구소인 인도네시아 외교정책 커뮤니티(Foreign Policy of Indonesia; FPCI)가 공동으로 추진하는 이 사업은 2022년에 현지 주요 언론사 소속 언론인 15명을 선발하여 외교안보, 경제협력, 순환경제, 대중문화 등 한국 관련 주요 이슈별 현지 워크숍을 총 6회 시행한 바 있습니다. 해당 워크숍의 후속 활동으로 올해는 참가자들 중 13명이 직접 한국을 방문하게 되었습니다.인도네시아 현지 주요 언론사에 소속되어 정치, 법, 금융, 경제 등 다양한 분야의 뉴스를 다루고 있는 차세대 기자들로 구성된 참가자들과 함께, 디노 파티 잘랄(Dino Patti Djalal) FPCI 의장(前인도네시아 외교차관, 前주미인도네시아대사)도 방한단장으로서 함께 한국을 찾았습니다.한국에 머무는 동안 이들은 외교부를 방문하여 한국의 외교정책과 한-인도네시아 관계 및 현안에 대한 브리핑을 듣고, 국회를 예방하여 국민의힘 김기현 한국-인도네시아 의원친선협회장과도 면담하였습니다. 또한 국내 주요 언론사 중 하나인 연합뉴스를 방문하고 국내 기자들과 만나 한국의 언론·미디어 환경 및 주요 현안을 공유하였으며, 부산 아세안문화원, 한-아세안 ICT 융합빌리지 등을 방문하고 2030 부산세계박람회 유치 현장도 견학하였습니다. 또한 한화오션옥포조선소, 한국항공우주산업(KAI) 등 인도네시아와 긴밀히 협력하고 있는 국내 유관기관도 방문하였습니다."
2023-06-21,2023 지방자치단체 對중앙아 교류 실무자 워크숍 ,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환) 한-중앙아협력포럼사무국이 주최하고 한국외국어대학교 중앙아시아연구소(소장 손영훈)가 주관하는 2023 지방자치단체 對중앙아 교류 실무자 워크숍 이 6월 1일(목)부터 2일(금)까지 이틀간 대구 수성호텔에서 개최되었습니다. 올해 워크숍은 구미시를 비롯해, 강원도, 경주시, 대구시, 전라남도, 부산국제교류재단, 부산경제진흥원 등 사례발표자 포함 11개 지자체 및 지자체 산하 교류재단 등에서 서 중앙아 지역과의 교류를 실질적으로 담당하는 실무자들이 참가했습니다. 참가자들은 △ 중앙아시아 국가별 현황(정치, 경제, 문화 등) 및 정책의 변화, △ 지자체 별 수요조사 결과(경제, 의료관광, 인적 교류 등) 반영 컨설팅, △ 지자체 별 한-중앙아 협력 사업 현황 및 우수사례 공유, △ 지자체 실무자와 한-중앙아협력포럼사무국 레지던트 펠로 등 중앙아 인사들과의 교류, △ 한-중앙아 국민 상호 인식도 조사 결과 등을 공유하였습니다. 아울러 한-중앙아협력포럼사무국에 파견된 카자흐스탄, 키르기즈스탄, 타지키스탄 출신 외교관들이 자국의 지자체 협력 현황 및 수요를 소개함으로써, 지자체 교류 실무자들과 함께 양측의 협력 가능성을 모색하였습니다."
2023-06-21,"2030 부산세계박람회 유치를 위한 레소토, 솔로몬제도 고위인사 한국 초청","KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 6월 6일(화)부터 11일 (일)까지 레소토의 외교부와 교통부 장관들과 솔로몬제도의 주벨기에대사를 한국에 초청했습니다.KF는 2030 부산세계박람회 유치를 지원하기 위한 KF 부산세계박람회 유치 초청사업 을 통해 올해 부산세계박람회 유치 지지 의사 결정에 영향을 미칠 수 있는 해외 각국의 고위급 현직 인사를 방한 초청하고 있습니다. 아프리카 남단의 국가 레소토에서는 레조니 음포조아니(Lejone Npotjoane) 외교부 장관과 네오 마짜토 모티아네(Neo Matjato Moteane) 교통부 장관 등 2개 부처 장관들이 한국을 방문했습니다. 이들은 우리 정부 부처들(외교부, 행정안전부 및 국토교통부)과의 양자 회의, 한국국제협력단 방문, 한국공항공사 방문 및 공항 견학, 삼성이노베이션뮤지엄 등을 방문하였습니다.솔로몬제도에서는 모세 쿠니 모세(Moses Kouni Mose) 주벨기에솔로몬제도대사가 방한하여 외교부 예방 , 한국국제협력단 방문, 부산세계박람회 유치위원회 만찬 등의 일정을 소화했습니다. 한국국제협력단을 방문하여 태평양도서국 공적개발원조(ODA) 현황에 대해 듣고, 부산세계박람회 유치위원회와의 만찬에서는 유치위원회 및 대한상공회의소 관계자와 만났습니다.이들은 공통 일정으로 부산시와 부산세계박람회 유치위원회 방문 및 북항재개발 홍보관 및 항만공사를 시찰을 하며, 한국의 세계박람회 유치를 위한 역량과 국가적 의지를 확인하였습니다."
2023-06-21,5개국 경제 분야 유력인사 한국 방문,"KF(Korea Foundation, 한국국제교류재단, 이사장 김기환)는 6월 11일(일)부터 17일(토)까지 유력인사 초청사업의 일환으로 에콰도르, 마다가스카르, 이라크, 베트남, 말레이시아 등 5개국의 경제 분야 유력인사 5명을 한국에 초청했습니다. 해외 각국과의 상호 교류 확대 및 인적 네트워크 구축을 통해 한국에 대한 이해를 제고하기 위해 마련된 이번 초청 사업으로 한국을 방문한 인사는 △ 훌리오 호세 프라도(Julio Jose PRADO) 에콰도르 생산통상투자수산부 장관, △ 발레리 라몬자벨로(Valery RAMONJAVELO) 마다가스카르 교통기후부 장관, △ 뒤르함 나세르(Dhurgham NASER) 이라크 바스라 주정부 부지사, △ 쯔엉 선 팜(Truong Son PHAM) 베트남 다낭시 선짜군 당위원회 당서기, △ 무하마드 빈 무사(Muhamad Bin MUSA) 말레이시아 주택지방정부부 지역사회복지실 실장 등입니다. 한국에 있는 동안 이들은 한국경영자총협회를 방문하여 한국의 주요 경제 현안에 대해 듣고, 부산항만공사 관계자를 만나 한국의 주요 경제항만 사업과 해외 협력 현황 관련 설명을 들었습니다. 또한 부산에서 2030 부산세계박람회 개최 예정지를 직접 방문해 현장을 견학하고 부산시 관계자를 만나 박람회 유치 노력에 대해 청취했습니다. 각 인사들은 개별 일정을 통해 대한무역투자진흥공사, 인천경제자유구역청, 한국환경공단 등 관심 분야별 유관기관을 방문하고, 자국 현지에서 활발히 사업 수행 중인 국내 기업 관계자들과 만나 상호 협력 증대 방안을 논의하였습니다."
